"center_id"	"patient_id"	"sex"	"weight"	"height"	"resting.bp.s"	"cholesterol"	"fasting.blood.sugar"	"physical_activity"	"dob"	"social_security_number"
"HOSPIT4224"	"PAT00766"	"M"	56.5	197	132	224	0	"Low"	"1966-03-12"	246284041797
"HOSPIT4224"	"PAT00767"	"F"	85.1	177	112	268	0	"Low"	"1983-03-12"	206060473119
"HOSPIT4224"	"PAT00768"	"M"	54.3	154	112	250	0	"Low"	"1983-03-12"	220235173048
"HOSPIT4224"	"PAT00769"	"F"	61.7	174	120	219	0	"Low"	"1974-03-12"	205475270160
"HOSPIT4224"	"PAT00770"	"F"	79.9	191	108	267	0	"Intermediate"	"1970-03-12"	229291206103
"HOSPIT4224"	"PAT00771"	"F"	61.3	168	130	303	0	"Low"	"1960-03-12"	158995236304
"HOSPIT4224"	"PAT00772"	"F"	48.9	163	130	256	0	"Low"	"1973-03-12"	159395021219
"HOSPIT4224"	"PAT00773"	"F"	94.6	147	105	204	0	"Low"	"1978-03-12"	165383904400
"HOSPIT4224"	"PAT00774"	"M"	NA	168	140	217	0	"High"	"1969-03-12"	161681100267
"HOSPIT4224"	"PAT00775"	"M"	67.9	178	128	308	0	"Intermediate"	"1979-03-12"	236809377596
"HOSPIT4224"	"PAT00776"	"M"	78.2	170	120	193	0	"Low"	"1968-03-12"	156973143815
"HOSPIT4224"	"PAT00777"	"F"	55.2	201	178	228	1	"High"	"1958-03-12"	228420281562
"HOSPIT4224"	"PAT00778"	"M"	98.1	175	120	231	0	"Low"	"1986-03-12"	147110733030
"HOSPIT4224"	"PAT00779"	"F"	68.8	165	150	244	0	"Low"	"1962-03-12"	190100241727
"HOSPIT4224"	"PAT00780"	"M"	78.5	137	130	262	0	"Low"	"1969-03-12"	254341758419
"HOSPIT4224"	"PAT00781"	"M"	66.8	184	128	259	0	"High"	"1966-03-12"	229435154122
"HOSPIT4224"	"PAT00782"	"M"	75.2	185	110	211	0	"Low"	"1981-03-12"	249325965159
"HOSPIT4224"	"PAT00783"	"F"	58.4	182	180	325	0	"Low"	"1960-03-12"	269138648877
"HOSPIT4224"	"PAT00784"	"F"	46.6	175	110	254	0	"High"	"1974-03-12"	218443767683
"HOSPIT4224"	"PAT00785"	"M"	93.9	187	130	197	1	"Intermediate"	"1971-03-12"	220631814261
"HOSPIT4224"	"PAT00786"	"F"	80	163	138	236	0	"Intermediate"	"1979-03-12"	258622006997
"HOSPIT4224"	"PAT00787"	"M"	48.3	177	138	282	1	"Low"	"1959-03-12"	149427148552
"HOSPIT4224"	"PAT00788"	"M"	90.6	185	160	234	1	"Low"	"1955-03-12"	185691711689
"HOSPIT4224"	"PAT00789"	"M"	49.3	196	140	254	0	"High"	"1955-03-12"	187287392300
"HOSPIT4224"	"PAT00790"	"M"	74.6	NA	100	299	0	"High"	"1957-03-12"	260690244261
"HOSPIT4224"	"PAT00791"	"F"	84.9	184	120	211	0	"Low"	"1956-03-12"	217373016540
"HOSPIT4224"	"PAT00792"	"M"	48	163	118	182	0	"Low"	"1990-03-12"	238094284306
"HOSPIT4224"	"PAT00793"	"F"	98.7	175	138	294	1	"Low"	"1962-03-12"	181990144055
"HOSPIT4224"	"PAT00794"	"M"	75.4	166	140	298	0	"Intermediate"	"1973-03-12"	205632797643
"HOSPIT4224"	"PAT00795"	"M"	49	181	150	231	0	"Low"	"1978-03-12"	149446408987
"HOSPIT4224"	"PAT00796"	"M"	48	157	125	254	1	"Low"	"1957-03-12"	148321267440
"HOSPIT4224"	"PAT00797"	"M"	94.3	190	129	196	0	"Low"	"1974-03-12"	158284137634
"HOSPIT4224"	"PAT00798"	"M"	101.6	160	120	240	1	"Intermediate"	"1982-03-12"	220565807326
"HOSPIT4224"	"PAT00799"	"F"	97.9	158	134	409	0	"Low"	"1968-03-12"	167166497601
"HOSPIT4224"	"PAT00800"	"M"	64.2	194	110	172	0	"Low"	"1983-03-12"	215492995635
"HOSPIT4224"	"PAT00801"	"F"	60.4	162	102	265	0	"Low"	"1982-03-12"	157775621419
"HOSPIT4224"	"PAT00802"	"M"	NA	183	130	246	1	"Low"	"1971-03-12"	234973545710
"HOSPIT4224"	"PAT00803"	"M"	86.6	NA	130	315	0	"Low"	"1981-03-12"	263500698991
"HOSPIT4224"	"PAT00804"	"M"	61.8	150	132	184	0	"Intermediate"	"1968-03-12"	179625408770
"HOSPIT4224"	"PAT00805"	"M"	64.8	195	108	233	1	"Low"	"1972-03-12"	249151705004
"HOSPIT4224"	"PAT00806"	"F"	NA	173	140	394	0	"Low"	"1962-03-12"	231287479880
"HOSPIT4224"	"PAT00807"	"M"	66.6	187	160	269	0	"Intermediate"	"1954-03-12"	227661235287
"HOSPIT4224"	"PAT00808"	"M"	59.3	NA	140	239	0	"Low"	"1970-03-12"	246240246720
"HOSPIT4224"	"PAT00809"	"M"	81.9	161	145	174	0	"Low"	"1954-03-12"	263650396209
"HOSPIT4224"	"PAT00810"	"M"	48.5	205	108	309	0	"High"	"1970-03-12"	210005914208
"HOSPIT4224"	"PAT00811"	"M"	49.8	164	126	282	0	"Intermediate"	"1989-03-12"	190274470654
"HOSPIT4224"	"PAT00812"	"M"	100.3	164	124	255	1	"Intermediate"	"1976-03-12"	263732940294
"HOSPIT4224"	"PAT00813"	"F"	48.2	181	135	250	0	"Low"	"1969-03-12"	234802045776
"HOSPIT4224"	"PAT00814"	"F"	64.8	151	100	248	0	"Intermediate"	"1966-03-12"	147755861168
"HOSPIT4224"	"PAT00815"	"F"	71.5	NA	110	214	0	"Intermediate"	"1970-03-12"	229044326973
"HOSPIT4224"	"PAT00816"	"F"	89.2	185	140	239	0	"Intermediate"	"1955-03-12"	216930265543
"HOSPIT4224"	"PAT00817"	"M"	81.4	232	125	304	0	"Low"	"1947-03-12"	273862312217
"HOSPIT4224"	"PAT00818"	"M"	81.7	183	118	277	0	"High"	"1956-03-12"	187294581770
"HOSPIT4224"	"PAT00819"	"M"	90.2	176	125	300	0	"Low"	"1966-03-12"	239090390593
"HOSPIT4224"	"PAT00820"	"M"	72	158	125	258	0	"Low"	"1964-03-12"	191347305242
"HOSPIT4224"	"PAT00821"	"M"	89.3	172	140	299	0	"Intermediate"	"1973-03-12"	251954847851
"HOSPIT4224"	"PAT00822"	"M"	75.4	150	160	289	0	"Intermediate"	"1969-03-12"	244445070801
"HOSPIT4224"	"PAT00823"	"M"	NA	167	152	298	1	"Low"	"1972-03-12"	161231528790
"HOSPIT4224"	"PAT00824"	"F"	NA	137	102	318	0	"Low"	"1964-03-12"	232242538792
"HOSPIT4224"	"PAT00825"	"M"	59	168	105	240	0	"Low"	"1966-03-12"	194505643501
"HOSPIT4224"	"PAT00826"	"M"	83.7	212	125	309	0	"Intermediate"	"1960-03-12"	201785918624
"HOSPIT4224"	"PAT00827"	"M"	52.8	180	130	250	0	"Low"	"1987-03-12"	150287805187
"HOSPIT4224"	"PAT00828"	"M"	76	180	170	288	0	"Low"	"1965-03-12"	208018393007
"HOSPIT4224"	"PAT00829"	"M"	80.3	189	125	245	1	"Intermediate"	"1973-03-12"	168817500550
"HOSPIT4224"	"PAT00830"	"F"	62.3	181	122	213	0	"Low"	"1981-03-12"	239869176345
"HOSPIT4224"	"PAT00831"	"M"	93.7	208	128	216	0	"Low"	"1966-03-12"	198301784443
"HOSPIT4224"	"PAT00832"	"M"	53.6	204	130	204	0	"Intermediate"	"1995-03-12"	262249139924
"HOSPIT4224"	"PAT00833"	"F"	49.4	NA	130	204	0	"Low"	"1983-03-12"	193015482497
"HOSPIT4224"	"PAT00834"	"F"	76	162	135	252	0	"Intermediate"	"1961-03-12"	248485381932
"HOSPIT4224"	"PAT00835"	"M"	67.7	168	94	227	0	"Intermediate"	"1973-03-12"	194308741632
"HOSPIT4224"	"PAT00836"	"M"	84.2	165	120	258	0	"Intermediate"	"1970-03-12"	153684511182
"HOSPIT4224"	"PAT00837"	"M"	71.9	171	120	220	0	"Low"	"1980-03-12"	256670539354
"HOSPIT4224"	"PAT00838"	"M"	54.4	173	110	239	0	"High"	"1970-03-12"	218220787449
"HOSPIT4224"	"PAT00839"	"M"	92.2	161	135	254	0	"Low"	"1959-03-12"	244532034568
"HOSPIT4224"	"PAT00840"	"M"	81.1	170	150	168	0	"Average"	"1967-03-12"	166329783110
"HOSPIT4224"	"PAT00841"	"M"	90.9	194	130	330	1	"Intermediate"	"1961-03-12"	257841390368
"HOSPIT4224"	"PAT00842"	"F"	69.9	147	138	183	0	"Low"	"1989-03-12"	187741161342
"HOSPIT4224"	"PAT00843"	"M"	83	166	135	203	0	"Low"	"1983-03-12"	160486409889
"HOSPIT4224"	"PAT00844"	"F"	67.8	186	130	263	0	"Low"	"1962-03-12"	152698211301
"HOSPIT4224"	"PAT00845"	"F"	61.3	177	132	341	1	"Low"	"1981-03-12"	216779802740
"HOSPIT4224"	"PAT00846"	"F"	86.7	149	150	283	1	"Low"	"1966-03-12"	246546350289
"HOSPIT4224"	"PAT00847"	"M"	83.8	192	118	186	0	"Intermediate"	"1972-03-12"	162981363828
"HOSPIT4224"	"PAT00848"	"F"	98.6	171	145	307	0	"Low"	"1963-03-12"	155037911262
"HOSPIT4224"	"PAT00849"	"M"	95.5	159	118	219	0	"Low"	"1985-03-12"	253044437231
"HOSPIT4224"	"PAT00850"	"M"	69.3	167	115	260	0	"Low"	"1979-03-12"	193741410783
"HOSPIT4224"	"PAT00851"	"M"	NA	184	128	255	0	"Low"	"1972-03-12"	164686712970
"HOSPIT4224"	"PAT00852"	"M"	84.3	184	130	231	0	"Low"	"1962-03-12"	190227625739
"HOSPIT4224"	"PAT00853"	"F"	98	147	160	164	0	"Low"	"1962-03-12"	246147657257
"HOSPIT4224"	"PAT00854"	"F"	62.8	157	138	234	0	"Low"	"1971-03-12"	270437995041
"HOSPIT4224"	"PAT00855"	"M"	92	144	120	177	0	"Low"	"1981-03-12"	262686244456
"HOSPIT4224"	"PAT00856"	"M"	75.6	192	138	257	0	"Low"	"1977-03-12"	167650837878
"HOSPIT4224"	"PAT00857"	"M"	NA	195	120	325	0	"High"	"1972-03-12"	210560019054
"HOSPIT4224"	"PAT00858"	"M"	65.3	143	180	274	1	"High"	"1956-03-12"	166578992696
"HOSPIT4224"	"PAT00859"	"M"	75.6	151	140	321	0	"Low"	"1985-03-12"	210172384008
"HOSPIT4224"	"PAT00860"	"F"	85.1	NA	130	264	0	"Low"	"1971-03-12"	200954732227
"HOSPIT4224"	"PAT00861"	"F"	86.2	168	140	268	0	"Intermediate"	"1962-03-12"	252596034782
"HOSPIT4224"	"PAT00862"	"F"	82.2	204	140	308	0	"Low"	"1973-03-12"	187596207479
"HOSPIT4224"	"PAT00863"	"M"	55.4	184	130	253	0	"Low"	"1964-03-12"	241259644320
"HOSPIT4224"	"PAT00864"	"M"	53.9	152	110	248	0	"High"	"1959-03-12"	175585297745
"HOSPIT4224"	"PAT00865"	"F"	47.6	191	155	269	0	"Low"	"1959-03-12"	187748360970
"HOSPIT4224"	"PAT00866"	"M"	79.9	190	140	185	0	"Low"	"1964-03-12"	221995308129
"HOSPIT4224"	"PAT00867"	"M"	62.1	176	145	282	0	"Low"	"1964-03-12"	204988846603
"HOSPIT4224"	"PAT00868"	"M"	62.9	170	120	188	0	"Low"	"1970-03-12"	233460113370
"HOSPIT4224"	"PAT00869"	"M"	90.4	167	130	219	0	"Low"	"1980-03-12"	226762229927
"HOSPIT4224"	"PAT00870"	"M"	98.8	180	112	290	0	"Low"	"1980-03-12"	155513021624
"HOSPIT4224"	"PAT00871"	"M"	89.3	173	110	175	0	"Low"	"1973-03-12"	270220661301
"HOSPIT4224"	"PAT00872"	"M"	74.6	143	150	212	1	"High"	"1965-03-12"	234950009560
"HOSPIT4224"	"PAT00873"	"F"	82.8	174	160	302	0	"Intermediate"	"1953-03-12"	273985996290
"HOSPIT4224"	"PAT00874"	"M"	46.1	174	150	243	1	"Low"	"1963-03-12"	258797964810
"HOSPIT4224"	"PAT00875"	"M"	81.7	162	132	353	0	"High"	"1969-03-12"	273190658423
"HOSPIT4224"	"PAT00876"	"M"	54	174	140	335	0	"Low"	"1960-03-12"	255174241121
"HOSPIT4224"	"PAT00877"	"M"	85	164	150	247	0	"Low"	"1981-03-12"	232809864787
"HOSPIT4224"	"PAT00878"	"F"	96.7	152	120	340	0	"Intermediate"	"1966-03-12"	245332574683
"HOSPIT4224"	"PAT00879"	"M"	57.6	157	130	206	0	"Intermediate"	"1964-03-12"	182112848214
"HOSPIT4224"	"PAT00880"	"M"	81.7	171	120	284	0	"Low"	"1966-03-12"	195479675644
"HOSPIT4224"	"PAT00881"	"M"	95.4	182	130	266	0	"Low"	"1975-03-12"	263551585256
"HOSPIT4224"	"PAT00882"	"M"	100.3	209	110	229	0	"High"	"1976-03-12"	224778833822
"HOSPIT4224"	"PAT00883"	"M"	63.1	155	172	199	1	"Low"	"1972-03-12"	245688434814
"HOSPIT4224"	"PAT00884"	"M"	78.9	180	120	263	0	"Low"	"1980-03-12"	270377157543
"HOSPIT4224"	"PAT00885"	"F"	75.7	176	140	294	0	"Low"	"1968-03-12"	198125524415
"HOSPIT4224"	"PAT00886"	"M"	54	156	140	192	0	"Intermediate"	"1967-03-12"	216059590290
"HOSPIT4224"	"PAT00887"	"M"	89.9	168	160	286	0	"Low"	"1957-03-12"	267742684176
"HOSPIT4224"	"PAT00888"	"M"	65.8	179	145	233	1	"High"	"1961-03-12"	238481316353
"HOSPIT4224"	"PAT00889"	"M"	47.9	193	160	286	0	"Low"	"1957-03-12"	185282692116
"HOSPIT4224"	"PAT00890"	"M"	83.3	188	120	229	0	"Low"	"1957-03-12"	190481992462
"HOSPIT4224"	"PAT00891"	"M"	89.3	182	130	250	0	"Low"	"1987-03-12"	189023606351
"HOSPIT4224"	"PAT00892"	"F"	66.6	159	130	204	0	"Intermediate"	"1983-03-12"	227401153553
"HOSPIT4224"	"PAT00893"	"M"	65.9	193	120	236	0	"Low"	"1968-03-12"	181849883251
"HOSPIT4224"	"PAT00894"	"F"	77.9	160	140	268	0	"Low"	"1962-03-12"	189914317699
"HOSPIT4224"	"PAT00895"	"F"	92	172	120	354	0	"Intermediate"	"1967-03-12"	171797999004
"HOSPIT4224"	"PAT00896"	"M"	60.7	198	130	254	0	"Low"	"1961-03-12"	177705306593
"HOSPIT4224"	"PAT00897"	"M"	77.4	175	140	203	1	"High"	"1971-03-12"	234518671129
"HOSPIT4224"	"PAT00898"	"M"	75.7	156	140	192	0	"High"	"1967-03-12"	234227309708
"HOSPIT4224"	"PAT00899"	"F"	76.7	160	140	294	0	"High"	"1968-03-12"	270028817816
"HOSPIT4224"	"PAT00900"	"M"	49.9	189	130	256	1	"Low"	"1968-03-12"	260328999714
"HOSPIT4224"	"PAT00901"	"M"	83.1	177	120	263	0	"Intermediate"	"1980-03-12"	165482286633
"HOSPIT4224"	"PAT00902"	"M"	100.3	182	172	199	1	"Low"	"1972-03-12"	220085400912
"HOSPIT4224"	"PAT00903"	"M"	79.1	165	150	168	0	"Low"	"1967-03-12"	231278841426
"HOSPIT4224"	"PAT00904"	"M"	49	166	110	229	0	"Low"	"1976-03-12"	263791381848
"HOSPIT4224"	"PAT00905"	"M"	71.3	165	140	239	0	"High"	"1970-03-12"	185549934345
"HOSPIT4224"	"PAT00906"	"F"	75	169	130	275	0	"Low"	"1976-03-12"	177057107655
"HOSPIT4224"	"PAT00907"	"M"	97.7	156	130	266	0	"Low"	"1975-03-12"	257164424833
"HOSPIT4224"	"PAT00908"	"M"	73.8	168	110	211	0	"Low"	"1960-03-12"	152594028768
"HOSPIT4224"	"PAT00909"	"F"	52.7	174	150	283	1	"High"	"1966-03-12"	206489281789
"HOSPIT4224"	"PAT00910"	"M"	61.3	198	120	284	0	"Low"	"1966-03-12"	244145143276
"HOSPIT4224"	"PAT00911"	"M"	74.3	189	132	224	0	"Low"	"1966-03-12"	185494039560
"HOSPIT4224"	"PAT00912"	"M"	84.2	149	130	206	0	"Intermediate"	"1964-03-12"	260854992108
"HOSPIT4224"	"PAT00913"	"F"	84.6	151	120	219	0	"Low"	"1974-03-12"	263146768310
"HOSPIT4224"	"PAT00914"	"F"	77.4	NA	120	340	0	"Intermediate"	"1966-03-12"	146594225469
"HOSPIT4224"	"PAT00915"	"F"	84.2	197	150	226	0	"Intermediate"	"1958-03-12"	239132216074
"HOSPIT4224"	"PAT00916"	"M"	68.5	NA	150	247	0	"Low"	"1981-03-12"	197893010678
"HOSPIT4224"	"PAT00917"	"M"	92.1	158	110	167	0	"High"	"1984-03-12"	226554393985
"HOSPIT4224"	"PAT00918"	"F"	NA	157	140	239	0	"Intermediate"	"1955-03-12"	159460531036
"HOSPIT4224"	"PAT00919"	"M"	54.1	139	117	230	1	"Low"	"1964-03-12"	171419607151
"HOSPIT4224"	"PAT00920"	"M"	96.2	184	140	335	0	"Low"	"1960-03-12"	245951198788
"HOSPIT4224"	"PAT00921"	"M"	65.3	182	135	234	0	"Low"	"1965-03-12"	164107724055
"HOSPIT4224"	"PAT00922"	"M"	96.6	198	130	233	0	"Low"	"1980-03-12"	146959683785
"HOSPIT4224"	"PAT00923"	"M"	89.5	NA	140	226	0	"Low"	"1982-03-12"	247022258743
"HOSPIT4224"	"PAT00924"	"M"	69.8	173	120	177	0	"Low"	"1981-03-12"	238930470116
"HOSPIT4224"	"PAT00925"	"M"	96.6	155	150	276	0	"Low"	"1967-03-12"	159209026333
"HOSPIT4224"	"PAT00926"	"M"	65.4	194	132	353	0	"Low"	"1969-03-12"	172653906817
"HOSPIT4224"	"PAT00927"	"M"	100.1	170	150	243	1	"Intermediate"	"1963-03-12"	191758489757
"HOSPIT4224"	"PAT00928"	"F"	69	151	150	225	0	"Low"	"1959-03-12"	202568666406
"HOSPIT4224"	"PAT00929"	"M"	70.7	170	140	199	0	"High"	"1984-03-12"	202446583050
"HOSPIT4224"	"PAT00930"	"F"	48.5	169	160	302	0	"Intermediate"	"1953-03-12"	258920850821
"HOSPIT4224"	"PAT00931"	"M"	59.2	206	150	212	1	"High"	"1965-03-12"	202241541427
"HOSPIT4224"	"PAT00932"	"F"	52	169	130	330	0	"Low"	"1963-03-12"	247846886566
"HOSPIT4224"	"PAT00933"	"M"	94.2	182	112	230	0	"Intermediate"	"1966-03-12"	218221293112
"HOSPIT4224"	"PAT00934"	"M"	58.3	NA	110	175	0	"Low"	"1973-03-12"	196608709297
"HOSPIT4224"	"PAT00935"	"M"	87.8	150	150	243	0	"Low"	"1974-03-12"	257941536586
"HOSPIT4224"	"PAT00936"	"F"	99	189	140	417	1	"Intermediate"	"1959-03-12"	171996639537
"HOSPIT4224"	"PAT00937"	"M"	47.5	182	130	197	1	"Low"	"1971-03-12"	196270680379
"HOSPIT4224"	"PAT00938"	"F"	69.6	174	105	198	0	"Low"	"1983-03-12"	238216356510
"HOSPIT4224"	"PAT00939"	"M"	81.4	170	120	177	0	"Low"	"1959-03-12"	178213404743
"HOSPIT4224"	"PAT00940"	"M"	75	165	112	290	0	"Low"	"1980-03-12"	250842858772
"HOSPIT4224"	"PAT00941"	"M"	88.5	164	130	219	0	"High"	"1980-03-12"	163429612359
"HOSPIT4224"	"PAT00942"	"M"	78.4	187	130	253	0	"Low"	"1964-03-12"	168010971862
"HOSPIT4224"	"PAT00943"	"M"	66.5	160	124	266	0	"Low"	"1970-03-12"	257095395710
"HOSPIT4224"	"PAT00944"	"M"	71.5	150	140	233	0	"Intermediate"	"1974-03-12"	156456960572
"HOSPIT4224"	"PAT00945"	"M"	84.5	213	110	172	0	"Low"	"1983-03-12"	203921415554
"HOSPIT4224"	"PAT00946"	"M"	94.2	199	125	273	0	"Low"	"1970-03-12"	254326787641
"HOSPIT4224"	"PAT00947"	"M"	94.7	NA	125	213	0	"Low"	"1973-03-12"	147312445248
"HOSPIT4224"	"PAT00948"	"F"	67.9	178	130	305	0	"Low"	"1973-03-12"	274494944321
"HOSPIT4224"	"PAT00949"	"F"	60.1	175	142	177	0	"Low"	"1978-03-12"	207369897507
"HOSPIT4224"	"PAT00950"	"M"	71.5	155	128	216	0	"Low"	"1966-03-12"	236255437733
"HOSPIT4224"	"PAT00951"	"F"	72	187	135	304	1	"High"	"1970-03-12"	246828916929
"HOSPIT4224"	"PAT00952"	"M"	49.6	171	120	188	0	"Low"	"1970-03-12"	259938393179
"HOSPIT4224"	"PAT00953"	"M"	NA	188	145	282	0	"Low"	"1964-03-12"	216862512541
"HOSPIT4224"	"PAT00954"	"M"	76.5	175	140	185	0	"Low"	"1964-03-12"	195024159824
"HOSPIT4224"	"PAT00955"	"M"	94.7	155	150	232	0	"Low"	"1970-03-12"	154231083506
"HOSPIT4224"	"PAT00956"	"M"	100.3	166	170	326	0	"Low"	"1965-03-12"	261004731053
"HOSPIT4224"	"PAT00957"	"M"	52.7	181	150	231	0	"Intermediate"	"1978-03-12"	218209214534
"HOSPIT4224"	"PAT00958"	"F"	58.2	172	155	269	0	"Low"	"1959-03-12"	206933234560
"HOSPIT4224"	"PAT00959"	"M"	90.7	151	125	254	1	"Low"	"1957-03-12"	147844722879
"HOSPIT4224"	"PAT00960"	"M"	90	193	120	267	0	"Low"	"1962-03-12"	272528114787
"HOSPIT4224"	"PAT00961"	"M"	68.9	186	110	248	0	"Low"	"1959-03-12"	215488911053
"HOSPIT4224"	"PAT00962"	"M"	98.3	180	110	197	0	"Low"	"1980-03-12"	173028082822
"HOSPIT4224"	"PAT00963"	"F"	96.5	151	160	360	0	"Intermediate"	"1959-03-12"	168698251907
"HOSPIT4224"	"PAT00964"	"M"	95.1	203	125	258	0	"Intermediate"	"1964-03-12"	272585204644
"HOSPIT4224"	"PAT00965"	"F"	98.4	149	140	308	0	"Low"	"1973-03-12"	220504215770
"HOSPIT4224"	"PAT00966"	"M"	71.1	166	130	245	0	"Low"	"1976-03-12"	195693805736
"HOSPIT4224"	"PAT00967"	"M"	NA	169	150	270	0	"Low"	"1966-03-12"	216906819683
"HOSPIT4224"	"PAT00968"	"M"	64.8	182	104	208	0	"Low"	"1979-03-12"	165914001917
"HOSPIT4224"	"PAT00969"	"F"	89.6	181	130	264	0	"Low"	"1971-03-12"	188841952439
"HOSPIT4224"	"PAT00970"	"M"	57.4	165	140	321	0	"Low"	"1985-03-12"	251753569583
"HOSPIT4224"	"PAT00971"	"M"	83.9	176	180	274	1	"Low"	"1956-03-12"	216173778512
"HOSPIT4224"	"PAT00972"	"M"	61.6	185	120	325	0	"Low"	"1972-03-12"	253913222209
"HOSPIT4224"	"PAT00973"	"M"	84.7	182	140	235	0	"Intermediate"	"1980-03-12"	188122389302
"HOSPIT4224"	"PAT00974"	"M"	93.9	149	138	257	0	"Low"	"1977-03-12"	255202959828
"HOSPIT4224"	"PAT00975"	"F"	48.5	163	128	216	0	"Low"	"1971-03-12"	220339397166
"HOSPIT4224"	"PAT00976"	"F"	47.7	154	138	234	0	"Low"	"1971-03-12"	167597578797
"HOSPIT4224"	"PAT00977"	"F"	80.8	156	130	256	0	"Low"	"1973-03-12"	214846081503
"HOSPIT4224"	"PAT00978"	"M"	54.1	192	120	302	0	"Low"	"1958-03-12"	165224144128
"HOSPIT4224"	"PAT00979"	"F"	79.5	148	160	164	0	"Low"	"1962-03-12"	205313308972
"HOSPIT4224"	"PAT00980"	"M"	NA	156	130	231	0	"Low"	"1962-03-12"	261197886851
"HOSPIT4224"	"PAT00981"	"F"	85.3	194	108	141	0	"High"	"1980-03-12"	150286350894
"HOSPIT4224"	"PAT00982"	"F"	80	175	135	252	0	"Intermediate"	"1961-03-12"	268115176301
"HOSPIT4224"	"PAT00983"	"M"	94.5	193	128	255	0	"Intermediate"	"1972-03-12"	213368226393
"HOSPIT4224"	"PAT00984"	"M"	87.1	182	110	239	0	"Intermediate"	"1965-03-12"	147335794235
"HOSPIT4224"	"PAT00985"	"F"	70.9	161	150	258	0	"Low"	"1964-03-12"	244600857472
"HOSPIT4224"	"PAT00986"	"M"	75.2	211	134	201	0	"Intermediate"	"1972-03-12"	157596021552
"HOSPIT4224"	"PAT00987"	"M"	72.4	188	122	222	0	"Low"	"1976-03-12"	225835917063
"HOSPIT4224"	"PAT00988"	"M"	81.9	179	115	260	0	"Low"	"1979-03-12"	232863064273
"HOSPIT4224"	"PAT00989"	"M"	92.9	176	118	182	0	"Intermediate"	"1990-03-12"	263416871950
"HOSPIT4224"	"PAT00990"	"F"	61	165	128	303	0	"Low"	"1967-03-12"	233609028647
"HOSPIT4224"	"PAT00991"	"F"	56.6	183	110	265	1	"High"	"1953-03-12"	176217380208
"HOSPIT4224"	"PAT00992"	"M"	57	173	120	188	0	"Intermediate"	"1975-03-12"	204056694802
"HOSPIT4224"	"PAT00993"	"M"	61.4	172	108	309	0	"Intermediate"	"1970-03-12"	211883472123
"HOSPIT4224"	"PAT00994"	"M"	97.5	188	140	177	0	"Low"	"1965-03-12"	206869400098
"HOSPIT4224"	"PAT00995"	"M"	69.1	152	128	229	0	"Low"	"1967-03-12"	158505229945
"HOSPIT4224"	"PAT00996"	"M"	68.4	154	120	260	0	"Intermediate"	"1963-03-12"	209375384314
"HOSPIT4224"	"PAT00997"	"M"	68.8	155	118	219	0	"Low"	"1985-03-12"	208084340192
"HOSPIT4224"	"PAT00998"	"F"	92.9	183	145	307	0	"Low"	"1963-03-12"	167917563625
"HOSPIT4224"	"PAT00999"	"M"	71.1	179	125	249	1	"Intermediate"	"1968-03-12"	210360390098
"HOSPIT4224"	"PAT01000"	"M"	71.1	196	118	186	0	"Low"	"1972-03-12"	182963324321
"HOSPIT4224"	"PAT01001"	"F"	47.1	206	132	341	1	"Intermediate"	"1981-03-12"	186338541772
"HOSPIT4224"	"PAT01002"	"F"	92.3	167	130	263	0	"Low"	"1962-03-12"	202936322199
"HOSPIT4224"	"PAT01003"	"M"	101.4	158	135	203	0	"Low"	"1983-03-12"	225320010957
"HOSPIT4224"	"PAT01004"	"M"	64.5	191	140	211	1	"Low"	"1966-03-12"	263415626014
"HOSPIT4224"	"PAT01005"	"F"	65.7	185	138	183	0	"Low"	"1989-03-12"	201863259532
"HOSPIT4224"	"PAT01006"	"M"	82.2	151	130	330	1	"Low"	"1961-03-12"	191008514298
"HOSPIT4224"	"PAT01007"	"M"	96	186	135	254	0	"High"	"1959-03-12"	270978444887
"HOSPIT4224"	"PAT01008"	"M"	61.6	174	130	256	1	"High"	"1976-03-12"	177461842920
"HOSPIT4224"	"PAT01009"	"F"	85.6	185	150	407	0	"Low"	"1961-03-12"	154279354718
"HOSPIT4224"	"PAT01010"	"M"	83.7	176	100	222	0	"Low"	"1973-03-12"	188095701302
"HOSPIT4224"	"PAT01011"	"M"	100.9	170	140	217	0	"Low"	"1969-03-12"	241309703306
"HOSPIT4224"	"PAT01012"	"M"	54.5	203	138	282	1	"Low"	"1959-03-12"	234023232722
"HOSPIT4224"	"PAT01013"	"F"	48.1	152	130	234	0	"Low"	"1979-03-12"	166513833451
"HOSPIT4224"	"PAT01014"	"F"	85	178	200	288	1	"Low"	"1968-03-12"	237638656660
"HOSPIT4224"	"PAT01015"	"M"	78.8	180	110	239	0	"Low"	"1970-03-12"	271267125253
"HOSPIT4224"	"PAT01016"	"M"	65.9	NA	120	220	0	"Low"	"1980-03-12"	199837102857
"HOSPIT4224"	"PAT01017"	"F"	81.4	181	124	209	0	"High"	"1962-03-12"	194977617149
"HOSPIT4224"	"PAT01018"	"M"	61.3	184	120	258	0	"Low"	"1970-03-12"	183669695169
"HOSPIT4224"	"PAT01019"	"M"	89.6	165	94	227	0	"Low"	"1973-03-12"	217174831440
"HOSPIT4224"	"PAT01020"	"M"	63.9	NA	130	204	0	"Intermediate"	"1995-03-12"	197524474144
"HOSPIT4224"	"PAT01021"	"M"	76.2	157	140	261	0	"Low"	"1973-03-12"	219684173227
